planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_radius_earth,planet_mass_earth,planet_mass_jupiter,sy_dist
HD 86728 b,1,Radial Velocity,2025,Published Confirmed,0,31.1515,0.1916,,9.43,0.0296701,14.9202
HD 8673 b,1,Radial Velocity,2009,Published Confirmed,0,1644.69097,2.97,,4210.59073594,13.248,37.8619
HD 86950 b,1,Radial Velocity,2016,Published Confirmed,0,1270.0,2.72,,1144.188,3.6,209.839
HD 87646 b,1,Radial Velocity,2016,Published Confirmed,0,13.481,0.117,,3941.092,12.4,73.58352
HD 87816 b,1,Radial Velocity,2025,Published Confirmed,0,484.17,1.618,,2142.16346318,6.74,133.233
HD 87816 c,1,Radial Velocity,2025,Published Confirmed,0,7596.0,10.14,,3877.5065654,12.2,133.233
HD 87883 b,1,Radial Velocity,2009,Published Confirmed,0,3006.0,3.77,,2005.49724817,6.31,18.2912
HD 88072 b,1,Radial Velocity,2022,Published Confirmed,0,18538.79293,13.895,,2511.79790052,7.903,35.9098
HD 88133 b,1,Radial Velocity,2004,Published Confirmed,0,3.414884,0.0479,,90.422635,0.2845,73.6123
HD 88986 b,1,Radial Velocity,2023,Published Confirmed,0,146.05,0.58,2.49,17.2,0.05411725,33.2673
HD 89307 b,1,Radial Velocity,2009,Published Confirmed,0,2166.0,3.27,,670.6213,2.11,32.0104
HD 89345 b,1,Transit,2018,Published Confirmed,0,11.8143,0.1066,7.39794,34.9613,0.11,132.345
HD 89744 b,1,Radial Velocity,1999,Published Confirmed,0,256.78,0.917,,2653.8805,8.35,38.6364
HD 89839 b,1,Radial Velocity,2023,Published Confirmed,0,3391.2,4.713,,1196.9,3.76586854,57.3063
HD 90156 b,1,Radial Velocity,2011,Published Confirmed,0,49.77,0.25,,17.98,0.057,21.9496
HD 9174 b,1,Radial Velocity,2016,Published Confirmed,0,1179.0,2.2,,352.7913,1.11,81.4893
HD 92788 b,1,Radial Velocity,2000,Published Confirmed,0,325.803,0.97,,1195.0408,3.76,34.6538
HD 92788 c,1,Radial Velocity,2019,Published Confirmed,0,11611.2975,10.5,,1166.4361,3.67,34.6538
HD 93083 b,1,Radial Velocity,2005,Published Confirmed,0,144.72,0.508,,143.34061156,0.451,28.5159
HD 93351 b,1,Radial Velocity,2022,Published Confirmed,0,2.45946,0.035,,3.49611248,0.011,56.163
HD 93351 c,1,Radial Velocity,2022,Published Confirmed,0,14010.2941,11.154,,4154.01727949,13.07,56.163
HD 93385 b,1,Radial Velocity,2021,Published Confirmed,0,7.3426,0.0756,,4.2,0.01321468,43.3475
HD 93385 c,1,Radial Velocity,2021,Published Confirmed,0,13.18,0.112,,7.1,0.0223391,43.3475
HD 93385 d,1,Radial Velocity,2021,Published Confirmed,0,45.85,0.2565,,8.7,0.02737326,43.3475
HD 93963 A b,1,Transit,2022,Published Confirmed,0,1.0376109,0.02061,1.46954368,2.8,0.00880979,82.3432
HD 93963 A c,1,Transit,2022,Published Confirmed,0,3.6451389,0.04726,3.11976057,18.4,0.05789287,82.3432
HD 9446 b,1,Radial Velocity,2009,Published Confirmed,0,30.052,0.189,,222.472,0.7,50.3503
HD 9446 c,1,Radial Velocity,2009,Published Confirmed,0,192.9,0.654,,578.426,1.82,50.3503
HD 94771 b,1,Radial Velocity,2023,Published Confirmed,0,2164.0,3.48,,169.0,0.53,57.7807
HD 94834 b,1,Radial Velocity,2018,Published Confirmed,0,1576.0,2.74,,400.4658,1.26,98.1609
HD 94890 b,1,Radial Velocity,2025,Published Confirmed,0,824.61,2.07,,676.97450691,2.13,61.7012
HD 94890 c,1,Radial Velocity,2025,Published Confirmed,0,2492.19,4.33,,2831.85110637,8.91,61.7012
HD 95086 b,1,Imaging,2013,Published Confirmed,0,,55.7,,1589.0,5.0,86.2279
HD 95089 b,1,Radial Velocity,2009,Published Confirmed,0,464.4,1.36,,400.4658,1.26,136.957
HD 95089 c,1,Radial Velocity,2016,Published Confirmed,0,1785.0,3.33,,1096.5135,3.45,136.957
HD 95127 b,1,Radial Velocity,2015,Published Confirmed,0,482.0,1.28,,3378.5329,10.63,676.579
HD 95338 b,1,Radial Velocity,2020,Published Confirmed,0,55.082694,,4.27174254,,,36.9941
HD 95544 b,1,Radial Velocity,2021,Published Confirmed,0,2041.54152,3.166,,1913.64483855,6.021,87.8049
HD 95735 c,1,Radial Velocity,2021,Published Confirmed,0,2946.0,2.94,,13.6,0.04279039,5.675773
HD 95872 b,1,Radial Velocity,2015,Published Confirmed,0,4375.0,5.15,,1188.6842,3.74,72.2195
HD 96063 b,1,Radial Velocity,2011,Published Confirmed,0,362.5,1.11,,403.6441,1.27,140.065
HD 96127 b,1,Radial Velocity,2011,Published Confirmed,0,638.9,1.41,,1207.7479466,3.8,587.659
HD 96167 b,1,Radial Velocity,2009,Published Confirmed,0,498.04,1.332,,227.88411,0.717,85.3006
HD 96700 b,1,Radial Velocity,2021,Published Confirmed,0,8.1245,0.0777,,8.9,0.02800253,25.4111
HD 96700 c,1,Radial Velocity,2021,Published Confirmed,0,19.88,0.141,,3.5,0.01101223,25.4111
HD 96700 d,1,Radial Velocity,2021,Published Confirmed,0,103.5,0.424,,12.7,0.03995867,25.4111
HD 96992 b,1,Radial Velocity,2021,Published Confirmed,0,514.0,1.24,,362.3262,1.14,396.082
HD 97037 b,1,Radial Velocity,2022,Published Confirmed,0,6449.08337,6.925,,6707.76852973,21.105,32.413
HD 97048 b,1,Disk Kinematics,2019,Published Confirmed,0,,130.0,,794.575,2.5,183.857
HD 97658 b,1,Radial Velocity,2010,Published Confirmed,0,9.4897116,,2.12,8.3,0.02611472,21.5618
HD 98219 b,1,Radial Velocity,2011,Published Confirmed,0,433.8,1.26,,624.21812,1.964,113.704
HD 98649 b,1,Radial Velocity,2012,Published Confirmed,0,5384.0,5.97,,3082.9355479,9.7,42.1727
HD 98736 b,1,Radial Velocity,2018,Published Confirmed,0,968.8,1.864,,740.5439,2.33,32.4459
HD 99109 b,1,Radial Velocity,2005,Published Confirmed,0,439.29999,1.11,,139.8452,0.44,54.7901
HD 99283 b,1,Radial Velocity,2021,Published Confirmed,0,310.4,1.08,,308.29355479,0.97,111.093
HD 99492 b,1,Radial Velocity,2004,Published Confirmed,0,17.0503,,,25.5,0.08023197,18.2038
HD 99492 c,1,Radial Velocity,2023,Published Confirmed,0,95.233,,,17.9,0.0563197,18.2038
HD 99706 b,1,Radial Velocity,2011,Published Confirmed,0,841.0,1.98,,390.9309,1.23,146.6
HD 99706 c,1,Radial Velocity,2016,Published Confirmed,0,1278.0,,,1808.4527,5.69,146.6
HIP 10090 b,1,Radial Velocity,2026,Published Confirmed,0,2960.0,3.87,,1229.99593509,3.87,82.3937
HIP 10090 c,1,Radial Velocity,2026,Published Confirmed,0,321.82,0.9,,270.15414595,0.85,82.3937
HIP 105854 b,1,Radial Velocity,2014,Published Confirmed,0,184.2,0.81,,2606.1,8.2,78.6381
HIP 107772 b,1,Radial Velocity,2020,Published Confirmed,0,55.199,0.243,,12.9,0.04058774,23.6434
HIP 107773 b,1,Radial Velocity,2015,Published Confirmed,0,144.3,0.72,,629.3034,1.98,105.18
HIP 109384 b,1,Radial Velocity,2016,Published Confirmed,0,499.48,1.134,,495.8148,1.56,58.9582
HIP 109600 b,1,Radial Velocity,2016,Published Confirmed,0,232.08,0.706,,851.7844,2.68,66.3361
HIP 111909 b,1,Radial Velocity,2025,Published Confirmed,0,487.08,1.32,,384.57237247,1.21,88.077
HIP 111909 c,1,Radial Velocity,2025,Published Confirmed,0,893.63,1.97,,257.44100967,0.81,88.077
HIP 113103 b,1,Transit,2023,Published Confirmed,0,7.610303,0.06899,1.829,,,46.2122
HIP 113103 c,1,Transit,2023,Published Confirmed,0,14.245648,0.10479,2.4,,,46.2122
HIP 114933 b,1,Radial Velocity,2021,Published Confirmed,0,1481.6,2.84,,616.58710958,1.94,101.766
HIP 116454 b,1,Transit,2014,Published Confirmed,0,9.1004157,0.0792,2.469,9.7,0.03051961,62.4491
HIP 12961 b,1,Radial Velocity,2010,Published Confirmed,0,57.435,0.25,,114.4188,0.36,23.371
HIP 14810 b,1,Radial Velocity,2005,Published Confirmed,0,6.673892,0.0696,,1239.537,3.9,50.48
HIP 14810 c,1,Radial Velocity,2006,Published Confirmed,0,147.747,0.549,,416.3573,1.31,50.48
HIP 14810 d,1,Radial Velocity,2009,Published Confirmed,0,981.8,1.94,,187.5197,0.59,50.48
HIP 18606 b,1,Radial Velocity,2025,Published Confirmed,0,674.94,1.61,,244.72787339,0.77,47.0288
HIP 19976 b,1,Radial Velocity,2022,Published Confirmed,0,50.65905,0.234,,21.61233168,0.068,40.2707
HIP 21152 b,1,Imaging,2022,Published Confirmed,0,22000.0,17.0,,7627.881768,24.0,43.4073
HIP 29442 c,1,Radial Velocity,2023,Published Confirmed,0,3.5379559,0.04518,1.551,4.5,0.01415858,68.192
HIP 29442 d,1,Radial Velocity,2023,Published Confirmed,0,6.429575,0.0673,1.538,5.14,0.01617225,68.192
HIP 34222 b,1,Radial Velocity,2021,Published Confirmed,0,159.986,0.492,,263.79757781,0.83,22.8386
HIP 35173 b,1,Radial Velocity,2019,Published Confirmed,0,41.516,0.217,,12.7,0.03995847,33.1562
HIP 35965 b,1,Radial Velocity,2022,Published Confirmed,0,26125.56497,15.898,,2589.98368864,8.149,50.1677
HIP 38594 b,1,Radial Velocity,2020,Published Confirmed,0,60.722,0.256,,8.1,0.02548532,17.7886
HIP 38594 c,1,Radial Velocity,2020,Published Confirmed,0,3477.768,3.805,,48.4,0.15228267,17.7886
HIP 39017 b,1,Imaging,2024,Published Confirmed,0,31000.0,22.1,,7500.7504052,23.6,66.3217
HIP 39330 b,1,Radial Velocity,2026,Published Confirmed,0,4650.0,5.05,,530.77343969,1.67,36.3958
HIP 41378 b,1,Transit,2016,Published Confirmed,0,15.57209,,2.64,6.9,0.02170983,106.289
HIP 41378 c,1,Transit,2016,Published Confirmed,0,31.70591,,2.74,5.97,0.01878372,106.289
HIP 41378 d,1,Transit,2016,Published Confirmed,0,278.3618,,3.65,6.53,0.02054568,106.289
HIP 41378 e,1,Transit,2016,Published Confirmed,0,393.0,,5.19,7.62,0.0239752,106.289
HIP 41378 f,1,Transit,2016,Published Confirmed,0,542.0797,,9.47,25.0,0.0786588,106.289
HIP 41378 g,1,Radial Velocity,2025,Published Confirmed,0,63.19,,,5.75,0.01809152,106.289
HIP 4845 b,1,Radial Velocity,2020,Published Confirmed,0,34.15,0.176,,14.4,0.04530724,21.0974
HIP 48714 b,1,Radial Velocity,2020,Published Confirmed,0,17.818,0.112,,22.9,0.0720511,10.5298
HIP 5158 b,1,Radial Velocity,2009,Published Confirmed,0,345.72,0.89,,451.0,1.42,51.6026
HIP 5158 c,1,Radial Velocity,2011,Published Confirmed,0,9017.76,7.7,,4780.1632,15.04,51.6026
HIP 54373 b,1,Radial Velocity,2019,Published Confirmed,0,7.76,0.063,,8.62,0.02712142,18.7168
HIP 54373 c,1,Radial Velocity,2019,Published Confirmed,0,15.144,0.099,,12.44,0.03914042,18.7168
HIP 54515 b,1,Imaging,2026,Published Confirmed,0,33000.0,24.8,,5625.5628039,17.7,82.8101
HIP 54597 b,1,Radial Velocity,2023,Published Confirmed,0,3274.0,4.0,,762.7881768,2.4,39.7429
HIP 55507 b,1,Radial Velocity,2022,Published Confirmed,0,5138.43727,5.062,,2585.53409095,8.135,25.4893
HIP 56640 b,1,Radial Velocity,2021,Published Confirmed,0,2675.57603,4.55,,2151.69831539,6.77,122.324
HIP 57274 b,1,Radial Velocity,2011,Published Confirmed,0,8.1352,0.07,,6.3566,0.02,25.8618
HIP 57274 c,1,Radial Velocity,2011,Published Confirmed,0,32.03,0.178,,130.0,0.40902369,25.8618
HIP 57274 d,1,Radial Velocity,2011,Published Confirmed,0,431.7,1.01,,167.4,0.5267,25.8618
HIP 5763 b,1,Radial Velocity,2021,Published Confirmed,0,30.014,0.17,,162.09248757,0.51,31.9043
HIP 63242 b,1,Radial Velocity,2013,Published Confirmed,0,124.6,0.565,,2917.56,9.18,156.456
HIP 65 A b,1,Transit,2020,Published Confirmed,0,0.9809734,0.01782,22.75427,1021.18779,3.213,61.7856
HIP 65407 b,1,Radial Velocity,2016,Published Confirmed,0,28.125,0.177,,136.03124,0.428,61.7804
HIP 65407 c,1,Radial Velocity,2016,Published Confirmed,0,67.3,0.316,,249.17872,0.784,61.7804
HIP 65426 b,1,Imaging,2017,Published Confirmed,0,,92.0,16.8135,2860.47,9.0,108.875
HIP 65891 b,1,Radial Velocity,2015,Published Confirmed,1,1089.6,2.82,,1938.7532827,6.1,150.292
HIP 66074 b,1,Astrometry,2023,Published Confirmed,0,310.9,0.799,,1589.142035,5.0,35.4438
HIP 67522 b,1,Transit,2020,Published Confirmed,0,6.9594731,0.0748,9.9872018,,,127.28
HIP 67522 c,1,Transit,2024,Published Confirmed,0,14.334892,0.1228,7.93595834,,,127.28
HIP 67537 b,1,Radial Velocity,2017,Published Confirmed,0,2523.64713,4.807,,4309.11754211,13.558,116.046
HIP 67851 b,1,Radial Velocity,2015,Published Confirmed,0,89.23,0.42,,365.50266805,1.15,64.1181
HIP 67851 c,1,Radial Velocity,2015,Published Confirmed,0,3128.41,4.55,,1579.60718279,4.97,64.1181
HIP 70849 b,1,Radial Velocity,2011,Published Confirmed,0,3649.0,3.99,,1430.2278315,4.5,24.0572
HIP 71135 b,1,Radial Velocity,2019,Published Confirmed,0,87.19,0.335,,18.8,0.05915112,32.3311
HIP 74890 b,1,Radial Velocity,2016,Published Confirmed,0,822.3,2.1,,762.792,2.4,78.6562
HIP 75092 b,1,Radial Velocity,2021,Published Confirmed,0,926.4,2.02,,568.91284853,1.79,81.6696
HIP 77900 b,1,Imaging,2024,Published Confirmed,0,,3319.0,,6674.396547,21.0,150.862
HIP 78530 b,1,Imaging,2010,Published Confirmed,0,,740.0,,7300.0,23.0,136.759
HIP 79098 AB b,1,Imaging,2019,Published Confirmed,0,,345.0,,6515.515,20.5,145.798
HIP 79431 b,1,Radial Velocity,2009,Published Confirmed,0,111.7,0.36,,667.415,2.1,14.5324
HIP 81208 C b,1,Imaging,2023,Published Confirmed,0,104100.0,23.04,,4703.8604236,14.8,147.533
HIP 8152 b,1,Transit,2023,Published Confirmed,0,10.751014,0.093,2.53625843,8.9,0.02800253,101.694
HIP 8152 c,1,Transit,2023,Published Confirmed,0,19.60562,0.139,2.52442508,10.7,0.03366596,101.694
HIP 8541 b,1,Radial Velocity,2016,Published Confirmed,0,1852.14387,3.729,,2451.7283316,7.714,155.121
HIP 86221 b,1,Radial Velocity,2021,Published Confirmed,0,2.224,0.031,,225.65816897,0.71,29.4898
HIP 8923 b,1,Radial Velocity,2026,Published Confirmed,0,5160.0,5.9,,3171.92750186,9.98,65.9957
HIP 90988 b,1,Radial Velocity,2021,Published Confirmed,1,455.73816,1.36,,668.07531151,2.102,94.0349
HIP 91258 b,1,Radial Velocity,2013,Published Confirmed,0,5.0505,0.06,,346.4347,1.09,45.8846
HIP 94235 b,1,Transit,2022,Published Confirmed,0,7.713057,0.0787,3.0,379.0,1.19246736,58.5146
HIP 948 b,1,Radial Velocity,2022,Published Confirmed,0,24955.45756,15.037,,6547.2651842,20.6,34.8523
HIP 9618 b,1,Transit,2023,Published Confirmed,0,20.772858,0.145,3.82838127,8.3,0.02611472,67.5478
HIP 9618 c,1,Transit,2023,Published Confirmed,0,52.56363,0.269,3.42855926,7.0,0.02202446,67.5478
HIP 97166 b,1,Transit,2021,Published Confirmed,0,10.288914,0.091,2.4801338,19.1,0.06009532,65.9501
HIP 97166 c,1,Radial Velocity,2021,Published Confirmed,0,16.432,0.124,,8.0,0.02517081,65.9501
HIP 97233 b,1,Radial Velocity,2014,Published Confirmed,0,1062.26506,2.491,,6098.17364511,19.187,102.275
HIP 98599 b,1,Radial Velocity,2026,Published Confirmed,0,2656.0,3.96,,2177.12458795,6.85,75.9428
HIP 99770 b,1,Imaging,2023,Published Confirmed,0,,15.8,,5403.082919,17.0,40.0765
HN Lib b,1,Radial Velocity,2023,Published Confirmed,0,36.116,0.1417,,5.46,0.01717908,6.24442
HN Peg b,1,Imaging,2006,Published Confirmed,0,,773.0,11.7768,6991.57,21.9987,18.1186
HR 2562 b,1,Imaging,2016,Published Confirmed,0,,22.2,,6992.224954,22.0,34.0071
HR 5183 b,1,Radial Velocity,2019,Published Confirmed,0,27000.0,18.0,,1026.5909,3.23,31.4607
HR 810 b,1,Radial Velocity,1999,Published Confirmed,0,302.79999,0.92,,721.4741,2.27,17.3181
HR 858 b,1,Transit,2019,Published Confirmed,0,3.585287,0.04888,2.004,3.55,0.01116955,31.964
HR 858 c,1,Transit,2019,Published Confirmed,0,5.973865,0.0687,1.979,3.8,0.01195614,31.964
HR 858 d,1,Transit,2019,Published Confirmed,0,11.230511,0.1046,2.001,7.1,0.0223391,31.964
HR 8799 b,1,Imaging,2008,Published Confirmed,0,170000.0,68.0,13.0,2000.0,7.0,41.2441
HR 8799 c,1,Imaging,2008,Published Confirmed,0,69000.0,38.0,13.0,3000.0,10.0,41.2441
HR 8799 d,1,Imaging,2008,Published Confirmed,0,37000.0,24.0,13.0,3000.0,10.0,41.2441
HR 8799 e,1,Imaging,2010,Published Confirmed,0,,16.4,13.11453,3178.3,10.0,41.2441
HS Psc b,1,Radial Velocity,2024,Published Confirmed,0,3.986,0.0435,,464.02947422,1.46,37.6604
HU Aqr AB b,1,Eclipse Timing Variations,2011,Published Confirmed,1,2390.0,3.6,,1875.197,5.9,
HU Aqr AB c,1,Eclipse Timing Variations,2011,Published Confirmed,1,4368.0,5.4,,1430.235,4.5,
IC 4651 9122 b,1,Radial Velocity,2018,Published Confirmed,1,734.0,2.038,,2002.329,6.3,859.324
IRAS 04125+2902 b,1,Transit,2024,Published Confirmed,0,8.834978,0.077,10.73820351,,,159.244
ITG 15 b,1,Imaging,2024,Published Confirmed,0,,435.0,,6674.396547,21.0,136.37
K2-10 b,1,Transit,2015,Published Confirmed,0,19.30553,,3.773,25.2,0.07928807,272.36
K2-100 b,1,Transit,2016,Published Confirmed,0,1.6739035,0.0301,3.88,21.8,0.06859047,188.959
K2-101 b,1,Transit,2016,Published Confirmed,0,14.6762429,0.1124,2.0,,,188.33
K2-102 b,1,Transit,2016,Published Confirmed,0,9.915615,,1.3,,,188.175
K2-104 b,1,Transit,2016,Published Confirmed,0,1.9741954,0.0242,1.79,,,189.289
K2-105 b,1,Transit,2017,Published Confirmed,0,8.26726,,3.4,15.4,0.04845382,197.989
K2-107 b,1,Transit,2017,Published Confirmed,0,3.313959,0.0475,15.98,,,685.2
K2-108 b,1,Transit,2017,Published Confirmed,0,4.733999,0.0581,5.33,,,477.295
K2-11 b,1,Transit,2015,Published Confirmed,0,39.93767,0.2257,7.55,,,329.309
K2-110 b,1,Transit,2017,Published Confirmed,0,13.86375,0.10207,2.592,15.9,0.05002699,116.474
K2-111 b,1,Transit,2017,Published Confirmed,0,5.3518963,0.0565,1.837,5.35,0.01683298,200.394
K2-111 c,1,Radial Velocity,2020,Published Confirmed,0,15.6748,0.11565,,11.1,0.03492451,200.394
K2-113 b,1,Transit,2017,Published Confirmed,0,5.817685,0.0642,12.14,,,635.722
K2-114 b,1,Transit,2017,Published Confirmed,0,11.390931,0.0944,10.59248676,638.83509807,2.01,475.758
K2-115 b,1,Transit,2017,Published Confirmed,0,20.2729914,0.1415,11.80305668,321.00669107,1.01,413.591
K2-116 b,1,Transit,2017,Published Confirmed,0,4.655411,0.048,0.69,,,49.3855
K2-117 b,1,Transit,2017,Published Confirmed,0,1.2916,0.0189,2.03,,,101.632
K2-117 c,1,Transit,2017,Published Confirmed,0,5.444017,0.0492,2.06,,,101.632
K2-118 b,1,Transit,2017,Published Confirmed,0,50.92092,0.245,2.54,,,321.722
K2-119 b,1,Transit,2017,Published Confirmed,0,7.727283,0.0698,2.53,,,365.581
K2-12 b,1,Transit,2015,Published Confirmed,0,8.28246,0.0792,2.44,5.2,0.01636103,326.381
K2-121 b,1,Transit,2017,Published Confirmed,0,5.185738,,7.16,51.0,0.16046394,169.398
K2-122 b,1,Transit,2017,Published Confirmed,0,2.2193023,0.0373,1.16,,,72.0444
K2-123 b,1,Transit,2017,Published Confirmed,0,30.951524,0.1649,2.76,,,161.555
K2-124 b,1,Transit,2017,Published Confirmed,0,6.413651,0.049,2.9,,,140.385
K2-125 b,1,Transit,2017,Published Confirmed,0,21.750264,0.121,2.18,,,124.156
K2-126 b,1,Transit,2017,Published Confirmed,0,7.385655,0.0656,1.97,,,102.953
K2-127 b,1,Transit,2017,Published Confirmed,0,3.588163,0.0411,8.37,,,709.999
K2-128 b,1,Transit,2017,Published Confirmed,0,5.675819,0.056,1.42,,,114.637
K2-129 b,1,Transit,2017,Published Confirmed,0,8.239493,0.057,1.04,,,27.7957
K2-13 b,1,Transit,2015,Published Confirmed,0,39.91488,0.2114,1.89,,,342.394
K2-130 b,1,Transit,2017,Published Confirmed,0,2.49412,0.032,1.25,,,118.011
K2-131 b,1,Transit,2017,Published Confirmed,0,0.3693038,0.00936,1.69,7.9,0.02485618,152.509
K2-132 b,1,Transit,2017,Published Confirmed,0,9.1751,,14.5717,155.7367,0.49,609.818
K2-133 b,1,Transit,2017,Published Confirmed,0,3.07133,0.03194,1.34,,,75.1703
K2-133 c,1,Transit,2017,Published Confirmed,0,4.86784,0.04341,1.603,,,75.1703
K2-133 d,1,Transit,2017,Published Confirmed,0,11.02454,0.07487,2.003,,,75.1703
K2-133 e,1,Transit,2019,Published Confirmed,0,26.5841,0.1346,1.73,,,75.1703
K2-136 b,1,Transit,2017,Published Confirmed,0,7.97525,0.0707,1.014,4.3,0.01352931,59.2474
K2-136 c,1,Transit,2017,Published Confirmed,0,17.30723,0.1185,3.0,18.1,0.05694897,59.2474
K2-136 d,1,Transit,2017,Published Confirmed,0,25.575,0.1538,1.565,3.0,0.00943906,59.2474
K2-137 b,1,Transit,2017,Published Confirmed,0,0.179719,,0.64,,,98.8765
K2-138 b,1,Transit,2017,Published Confirmed,0,2.35309,0.03385,1.51,3.1,0.00975364,202.585
K2-138 c,1,Transit,2017,Published Confirmed,0,3.56004,0.04461,2.299,6.31,0.01985338,202.585
K2-138 d,1,Transit,2017,Published Confirmed,0,5.40479,0.05893,2.39,7.92,0.02491898,202.585
K2-138 e,1,Transit,2017,Published Confirmed,0,8.26146,0.0782,3.39,12.97,0.04080798,202.585
K2-138 f,1,Transit,2017,Published Confirmed,0,12.75758,0.10447,2.904,1.63,0.00512853,202.585
K2-138 g,1,Transit,2021,Published Confirmed,0,41.96797,0.23109,3.013,4.32,0.01359217,202.585
K2-139 b,1,Transit,2017,Published Confirmed,0,28.380619,0.1796,9.11,,,153.856
K2-14 b,1,Transit,2015,Published Confirmed,0,8.36802,0.0627,4.81,,,364.048
